OBJECTID,RegionID,COUNT,AREA,MEAN
520,537,1445607,6.274333929718092,29.260927762524670
521,538,124161,0.538893056721314,24.190196599576357
522,539,106725,0.463215997604580,28.100192082454907
523,540,1753,0.007608504509729,45.373074729035942
524,541,2461054,10.681654567990076,15.874459885886290
525,542,14846612,64.438399518651877,18.383563132113913
526,543,9798582,42.528554099229574,17.127709499190800
527,544,11134545,48.327002764563908,25.417804768852253
528,545,1076504,4.672324893748609,10.303651449506923
529,546,35,0.000151909673611,73.314285714285717
530,547,10,0.000043402763889,69.799999999999997
531,549,10045,0.043598076326428,32.002887008461919
532,550,92483,0.401401781273969,30.200717969789043
533,551,909,0.003945311237504,39.226622662266223
534,552,1880,0.008159719611118,29.731382978723403
535,553,581265,2.522850755189749,24.907837217104074
536,554,3482040,15.113015997180138,16.446388324085881
537,555,17811941,77.308746962650858,25.937091471389895
538,556,18,0.000078124975000,66.833333333333329
539,557,5026571,21.816707428393059,45.699138637452847
540,558,384358,1.668219952282042,11.813465571160220
541,559,1612094,6.996933524875681,13.651450845918415
542,560,2498515,10.844245661794389,11.602066027220168
543,561,2415568,10.484232756164900,8.849230905526154
544,562,2815019,12.217960499984502,26.548664147559929
545,563,3843326,16.681097092617648,18.308176043354116
546,564,913817,3.966218348868813,30.744598754455215
547,565,15937164,69.171696615111657,27.059457253498802
548,566,3853886,16.726930411284354,22.634296914854254
549,567,5130788,22.269038012814296,22.080663438052792
550,568,10616953,46.080510427884128,24.710225900029887
551,569,212973,0.924361683371657,30.149680945471960
552,570,16931481,73.487307213286343,17.400224056005495
553,571,618158,2.682976572005169,32.847682954843258
554,572,5220430,22.658109068867418,23.164278613064440
555,573,6245988,27.109314241707498,21.716166761767713
556,574,22288,0.096736080155642,24.471643933955491
557,575,2391878,10.381411608512032,16.726648265505180
558,576,72,0.000312499900000,58.777777777777779
559,577,941,0.004084200081948,27.825717321997875
560,578,4669064,20.265028237429174,30.327515107953115
561,580,51890335,225.218395812235457,12.271500983757379
562,581,3754,0.016293397563903,15.704848161960575
563,582,970957,4.214221741730145,23.322147118770449
564,583,3195300,13.868485145429029,23.038867398992270
565,584,968959,4.205549869505138,21.343369533695441
566,585,8062,0.034991308247253,25.711237906226742
567,586,13844,0.060086786327831,35.038139266108061
568,587,6404,0.027795129994469,34.596658338538411
569,588,19815,0.086002576645910,31.557103204642946
570,589,11407,0.049509532768100,33.996405715788548
571,590,6731,0.029214400373637,37.604516416580005
572,591,3703566,16.074500064505994,24.211142180266261
573,592,5521435,23.964553963306084,11.965535408820353
574,593,94921390,411.985067817881088,54.959730151444262
575,594,1486162,6.450353838669638,23.342444497975322
576,595,6435804,27.933168144741565,23.474842304085083
577,596,679,0.002947047668058,21.483063328424151
578,597,135624341,588.647125001439917,48.727152731381750
579,598,2591707,11.248724699028083,19.427834627911256
580,599,5547449,24.077461913286740,15.533381199178217
581,600,1330876,5.776369679344038,27.684651312368697
582,601,1451519,6.299993643729227,24.428256192306129
583,602,271317,1.177590769005216,26.656947408382077
584,603,621857,2.699031254367684,25.423261296407372
585,604,342129,1.484934420655490,31.927132748173936
586,605,1991540,8.643834039535482,26.882041535695993
587,606,546223,2.370758789970169,26.464433024607168
588,607,19314983,83.832364666765002,41.340150493531368
589,608,42980789,186.548503672681562,9.674653971568553
