"","X1.Basin.Name","Total_richness","Native_richness","Exotic_richness"
"1","Aa",30,23,7
"2","Abant.lake",1,1,NA
"3","Abashiri",3,3,NA
"4","Abhe.Bad",11,11,NA
"5","Abogain.Gol",6,6,NA
"6","Abu.gawa",8,8,NA
"7","Abukuma",7,6,1
"8","Abula",5,5,NA
"9","Acaponeta",16,16,NA
"10","Aceh",16,14,2
"11","Acheloos",38,20,18
"12","Acisu",8,7,1
"13","Aconcagua",27,21,6
"14","Actopan",20,20,NA
"15","Adako.un",9,8,1
"16","Adana",3,3,NA
"17","Adelaide",64,64,NA
"18","Adige",24,18,6
"19","Adour",42,27,15
"20","Agano",17,15,2
"21","Aghnashini",55,55,NA
"22","Agly",22,17,5
"23","Agneby",82,82,NA
"24","Agri",17,7,10
"25","Agrioun",2,2,NA
"26","Aguan",37,37,NA
"27","Aguanaval",7,6,1
"28","Ahaggar",6,6,NA
"29","Aire",10,10,NA
"30","Aki",13,13,NA
"31","Akitio",10,9,1
"32","Aksu",40,36,4
"33","Aksu.North",36,34,2
"34","Alabama",246,225,21
"35","Alafia",69,44,25
"36","Alagnak",18,18,NA
"37","Alara",9,7,2
"38","Alas",61,57,4
"39","Alaska.un.1",6,6,NA
"40","Alaska.un.2",3,3,NA
"41","Alazeja",28,28,NA
"42","Albany",36,36,NA
"43","Albegna",14,5,9
"44","Albert.lake",15,2,13
"45","Aldoma",15,15,NA
"46","Alemeda.creek",62,22,40
"47","Alfios",20,9,11
"48","Alfta",3,3,NA
"49","Aliakmon",50,38,12
"50","Alice",26,26,NA
"51","Allahein.River",13,13,NA
"52","Alligator.creek",5,5,NA
"53","Allika",6,6,NA
"54","Alsea",35,18,17
"55","Alsek",28,27,1
"56","Altaelva",9,8,1
"57","Altamaha",118,97,21
"58","Altja",12,12,NA
"59","Amahlongwa",8,7,1
"60","Amansuri",8,8,NA
"61","Amazon",2271,2266,5
"62","Amba",60,50,10
"63","Ambalam.Oya",30,28,2
"64","Amboyninghy.Point",2,2,NA
"65","Ameca",51,48,3
"66","Amguema",21,21,NA
"67","Amu.Darya",63,50,14
"68","Amur",157,145,12
"69","An.Lao",43,42,1
"70","Anabar",30,30,NA
"71","Anadyr",31,30,1
"72","Anasco",46,44,2
"73","Ancharakandi",29,28,1
"74","Andakilsa",3,3,NA
"75","Andalien",21,17,4
"76","Andella.Oya",32,30,2
"77","Anderson",18,18,NA
"78","Andranangoo",11,11,NA
"79","Andreevka",3,3,NA
"80","Angermanalven",23,20,3
"81","Anglesea",3,3,NA
"82","Angurugu.creek",9,9,NA
"83","Aniakchak",17,17,NA
"84","Ankobra",27,27,NA
"85","Annan.Aus",16,16,NA
"86","Annan.UK",28,20,8
"87","Ansan",16,15,1
"88","Anseongcheon",85,81,4
"89","Ansons",15,14,1
"90","Antelope.Wash",31,1,30
"91","Anzali",45,35,10
"92","Aojiang",58,57,1
"93","Aorere",16,13,3
"94","Apalachicola",151,126,25
"95","Aparima",18,16,2
"96","Apodi",14,13,1
"97","Appomattox",85,57,28
"98","Approuague",248,248,NA
"99","Appuvar",7,7,NA
"100","Apuka",20,20,NA
"101","Arachthos",17,11,6
"102","Arade",16,11,5
"103","Arahura",18,17,1
"104","Arakawa",19,14,5
"105","Arakawa.Yamagata",1,1,NA
"106","Aransas",23,17,6
"107","Arawhata",14,12,2
"108","Archer",41,41,NA
"109","Areias",99,99,NA
"110","Argens",41,26,15
"111","Ariro",5,5,NA
"112","Armark",9,9,NA
"113","Armeria",50,43,7
"114","Arnaud",6,6,NA
"115","Arno",38,14,24
"116","Aroa",38,36,2
"117","Aropaoanui",16,11,5
"118","Arques",19,17,2
"119","Arroio.Barcelo",20,20,NA
"120","Arroio.Bolacha",14,14,NA
"121","Arroio.Diluvio",51,48,3
"122","Arroio.Douradinho",26,26,NA
"123","Arroio.Sao.Lourenco",24,24,NA
"124","Arroio.Teixeira",26,26,NA
"125","Arroio.Velhaco",31,31,NA
"126","Arroio.do.Conde",46,46,NA
"127","Arroio.do.Petim",11,11,NA
"128","Arroio.do.Ribeiro",44,44,NA
"129","Arroio.do.Salso",12,12,NA
"130","Arrowsmith",1,1,NA
"131","Arroyo.Maldonado",33,33,NA
"132","Arroyo.Martin",39,38,1
"133","Arroyo.Viloldo",11,11,NA
"134","Arroyo.Walker",1,1,NA
"135","Arroyo.Zapata",12,12,NA
"136","Arroyo.de.San.Nicolas",6,6,NA
"137","Arthur",13,11,2
"138","Aruvi.Aru",41,39,2
"139","Asah",4,4,NA
"140","Ashburton.Aus",16,16,NA
"141","Ashburton.NZ",20,14,6
"142","Ashida",1,1,NA
"143","Ashley.NZ",14,12,2
"144","Ashley.USA",64,47,17
"145","Asi",46,44,2
"146","Asinaro",7,4,3
"147","Assif.Tamraght",4,4,NA
"148","Athi",118,108,10
"149","Atimet",18,18,NA
"150","Atrak",36,31,5
"151","Atran",20,19,1
"152","Atrato",183,183,NA
"153","Attack.creek",2,2,NA
"154","Attanagalu.Oya",54,50,4
"155","Aucilla",60,56,4
"156","Aude",46,31,15
"157","Audru",4,4,NA
"158","Aulne",19,17,2
"159","Austari.Jokulsa",4,4,NA
"160","Authie",16,12,4
"161","Ave",13,6,7
"162","Avoca",5,4,1
"163","Avon.Aus",16,12,4
"164","Avon.Eng",26,21,5
"165","Avon.Moors",26,23,3
"166","Avon.NZ",19,13,6
"167","Awakino",12,10,2
"168","Awano",9,9,NA
"169","Awanui",15,11,4
"170","Awaroa",2,1,1
"171","Awarua",8,7,1
"172","Awasa.Hayk",6,6,NA
"173","Awatere",13,11,2
"174","Awe",12,11,1
"175","Awhea",8,8,NA
"176","Axios",53,45,8
"177","Azuri",6,4,2
"178","Ba",52,51,1
"179","Babol",57,47,10
"180","Back",13,13,NA
"181","Baffle.creek",14,13,1
"182","Bago.Negros",36,27,9
"183","Bagru",39,39,NA
"184","Bagura.Oya",30,28,2
"185","Bahar.el.Hammar",2,2,NA
"186","Baharu",11,11,NA
"187","Bahi.Swamp",10,10,NA
"188","Bailebu",1,1,NA
"189","Bakensrivier",41,39,2
"190","Bakhura",6,6,NA
"191","Bakir.Cayi",32,30,2
"192","Balcombe.creek",15,14,1
"193","Balikun",1,1,NA
"194","Balkhash",50,15,35
"195","Balla.Balla",1,1,NA
"196","Balsas",101,79,22
"197","Balyktah",2,2,NA
"198","Bambawe.Oya",30,28,2
"199","Banano",15,15,NA
"200","Bandama",125,121,4
"201","Bangpakong",92,91,1
"202","Banka.island",40,40,NA
"203","Bann",23,13,10
"204","Baram",92,90,2
"205","Barham",11,10,1
"206","Baringo",15,15,NA
"207","Barito",52,52,NA
"208","Barm.e.Shor",3,3,NA
"209","Barongarook.creek",6,6,NA
"210","Barranca",41,41,NA
"211","Barraport",1,1,NA
"212","Barron",75,64,11
"213","Barrow",21,17,4
"214","Bartin",40,37,3
"215","Barwon",27,20,7
"216","Basento",11,5,6
"217","Basgoz.Cayi",27,25,2
"218","Bat.Gberi",8,8,NA
"219","Batang.Hari",177,177,NA
"220","Batang.Kerang",42,41,1
"221","Baudo",77,77,NA
"222","Bay.View",10,7,3
"223","Bayano",65,65,NA
"224","Beadon.Bay",2,2,NA
"225","Bear.lake",42,9,33
"226","Bear.river",54,19,35
"227","Beauly",10,9,1
"228","Bebedero",36,36,NA
"229","Bedjestan",4,3,1
"230","Bedti",43,42,1
"231","Bega.1",17,16,1
"232","Bega.2",24,23,1
"233","Beilun.He",53,52,1
"234","Beimenjiang",48,47,1
"235","Bejucal",22,21,1
"236","Belait",62,62,NA
"237","Belize",47,47,NA
"238","Bellinger",24,23,1
"239","Bemm",18,18,NA
"240","Ben.Hai",54,53,1
"241","Benara.creek",3,3,NA
"242","Benevente",45,41,4
"243","Bengkalis.Island",15,15,NA
"244","Bensbach",53,52,1
"245","Bentota.Ganga",51,48,3
"246","Benut",27,27,NA
"247","Berg",11,7,4
"248","Berkeley",4,4,NA
"249","Bernam",87,86,1
"250","Bero",17,17,NA
"251","Betka",17,17,NA
"252","Betsiboka",20,14,6
"253","Beysehir",18,17,1
"254","Bharathapuzha",95,92,3
"255","Bia",69,67,2
"256","Biaru",10,10,NA
"257","Biferno",17,7,10
"258","Big.Sur",8,6,2
"259","Biga",46,42,4
"260","Biliu.He",53,49,4
"261","Billa.Bilba.creek",11,11,NA
"262","Billeroo.creek",5,5,NA
"263","Billiton.Island",22,22,NA
"264","Biobio",29,25,4
"265","Biwa",67,52,15
"266","Black",8,7,1
"267","Blackmore",31,31,NA
"268","Blackstone",39,21,18
"269","Blackwater",23,20,3
"270","Blackwater.USA",83,71,12
"271","Blackwood",21,15,6
"272","Blanche",15,12,3
"273","Blanche.Bay",6,5,1
"274","Blanda",3,3,NA
"275","Blavet",34,23,11
"276","Bloody.Bay",6,6,NA
"277","Bloomfield",7,7,NA
"278","Blue.lake.Aus",4,4,NA
"279","Bluewater.creek",5,5,NA
"280","Blyth",33,33,NA
"281","Blythe",7,6,1
"282","Bo.Langvlei",7,5,2
"283","Bodigoda.Aru",30,28,2
"284","Boesmansrivier",43,41,2
"285","Bofon",35,35,NA
"286","Boga",4,4,NA
"287","Boghen",22,20,2
"288","Bohle",25,25,NA
"289","Bolaman",37,35,2
"290","Bolchaia.Voroskaia",15,15,NA
"291","Bolgoda.lake",45,43,2
"292","Bollin",26,20,6
"293","Bolsaia",2,2,NA
"294","Bolshoye",7,7,NA
"295","Bolson.de.Cuatro.Cienegas",6,6,NA
"296","Bolson.de.Sandia",6,6,NA
"297","Bonaventure",10,9,1
"298","Bonito",17,17,NA
"299","Boradilla",2,2,NA
"300","Boree.creek",3,3,NA
"301","Bosten",25,15,10
"302","Botchi",16,16,NA
"303","Bou.Regreg",8,6,2
"304","Boubo",48,48,NA
"305","Bow",4,4,NA
"306","Bowes",2,2,NA
"307","Boyne.Aus",5,5,NA
"308","Boyne.Irland",20,17,3
"309","Bradano",15,5,10
"310","Bradys.creek",4,2,2
"311","Brakepole.Marsh",2,2,NA
"312","Bramonas",27,24,3
"313","Brantas",19,19,NA
"314","Brazos",120,102,18
"315","Breede",35,26,9
"316","Breiddalsa",3,3,NA
"317","Brenta",35,27,8
"318","Bresle",17,16,1
"319","Brimay",16,16,NA
"320","Brisbane",56,49,7
"321","Brisbane.Water",4,3,1
"322","Broadwater.creek",6,5,1
"323","Browns",23,21,2
"324","Bruna",7,4,3
"325","Brunswick",16,15,1
"326","Bruthen.creek",19,19,NA
"327","Budzi",65,63,2
"328","Bueno",21,18,3
"329","Buffalo.River",73,64,9
"330","Buhayrat.Maryut",38,38,NA
"331","Buller",25,23,2
"332","Bulloo",14,13,1
"333","Bunce.River",15,15,NA
"334","Bungala",2,2,NA
"335","Buranhem",16,15,1
"336","Burdekin",57,52,5
"337","Burdur",13,13,NA
"338","Burnett",53,50,3
"339","Burringbar.creek",12,10,2
"340","Buta.Palena",3,2,1
"341","Butawa.Oya",30,28,2
"342","Butre",8,8,NA
"343","Buyukmenderes",40,38,2
"344","Buyuktchekmedje",23,20,3
"345","Bzipi",25,24,1
"346","Caboolture",3,3,NA
"347","Cachoeira",29,26,3
"348","Cachoeirinha",19,18,1
"349","Cahy",22,22,NA
"350","Cai",67,63,4
"351","Cai.Lap",24,24,NA
"352","Calabar.River",41,41,NA
"353","Calcasieu",123,116,7
"354","Calleguas.creek",51,7,44
"355","Calliope",9,9,NA
"356","Caloosahatchee",93,55,38
"357","Calvert",26,26,NA
"358","Cam",12,11,1
"359","Camaqua",69,69,NA
"360","Camden.Haven",20,19,1
"361","Canada.de.la.Totora",6,6,NA
"362","Canche",16,14,2
"363","Candapui",23,23,NA
"364","Candelaria",34,34,NA
"365","Cane",2,2,NA
"366","Cangandi",27,27,NA
"367","Cangrejal",32,32,NA
"368","Caniapiscau",17,17,NA
"369","Cann",15,15,NA
"370","Cap.Chat",6,5,1
"371","Caparo",14,14,NA
"372","Cape.Fear",117,95,22
"373","Capel",6,4,2
"374","Capivari",37,37,NA
"375","Capot",10,7,3
"376","Caraiva",8,8,NA
"377","Carlos.Tejedor",13,12,1
"378","Carlton",9,8,1
"379","Carmel",48,10,38
"380","Carolina",4,4,NA
"381","Caroni",44,44,NA
"382","Carti.Grande",49,49,NA
"383","Carvao",166,163,3
"384","Casamance",68,68,NA
"385","Casas.Grandes",7,7,NA
"386","Cascade",11,10,1
"387","Cascapedia",15,14,1
"388","Catatumbo",110,110,NA
"389","Catlins",12,11,1
"390","Cauvery",169,161,8
"391","Cavado",26,17,9
"392","Cavally",88,88,NA
"393","Cavone",11,6,5
"394","Cazones",17,15,2
"395","Ceara.Mirim",12,12,NA
"396","Cedar",58,26,32
"397","Cedar.Bayou",31,24,7
"398","Cesano",15,11,4
"399","Cestos",75,74,1
"400","Cetina",13,10,3
"401","Ceyhan",45,43,2
"402","Ch.anggo",11,10,1
"403","Chacalapa",12,12,NA
"404","Chaetugol.soryuji",36,34,2
"405","Chagres",173,169,4
"406","Chagundaesan",14,13,1
"407","Chalakkudy",89,83,6
"408","Chaliyar",72,70,2
"409","Chamelecon",48,47,1
"410","Champoton",31,31,NA
"411","Chamyong.pokpo",17,16,1
"412","Chandragiri",51,50,1
"413","Changan",9,9,NA
"414","Changdo",22,21,1
"415","Changhuajiang",84,80,4
"416","Changmu",20,19,1
"417","Changsa.ri",22,21,1
"418","Changsu.je",15,14,1
"419","Changuinola",13,13,NA
"420","Chantaburi",127,126,1
"421","Chao.Phraya",519,502,17
"422","Chapman",7,4,3
"423","Charente",41,28,13
"424","Charnley",4,4,NA
"425","Chasan.chon",28,27,1
"426","Chava.Aru",30,28,2
"427","Cheakamus",16,15,1
"428","Chehalis",51,34,17
"429","Chengianjiang",94,91,3
"430","Chenini",2,1,1
"431","Chew.Tobacco.creek",4,4,NA
"432","Chico",7,4,3
"433","Chienti",18,12,6
"434","Chigusa",1,1,NA
"435","Chikugo",4,3,1
"436","Chilwa",46,45,1
"437","Chimjin",59,57,2
"438","Chindari",20,19,1
"439","Chinjuk.chosuji",24,23,1
"440","Chire",22,21,1
"441","Chiriqui.Viejo",18,18,NA
"442","Chisan",39,37,2
"443","Chittari",24,24,NA
"444","Chocancharava",28,26,2
"445","Choctawhatchee",100,95,5
"446","Chogam.je",39,37,2
"447","Chogok.chon",23,22,1
"448","Choluteca",30,29,1
"449","Chomam.josuji",17,16,1
"450","Chondae.josuji",34,32,2
"451","Chonggye.josuji",14,13,1
"452","Chongho.josuji",47,45,2
"453","Chongup",58,56,2
"454","Chonmi.chon",11,11,NA
"455","Choptank",71,43,28
"456","Choshui",35,35,NA
"457","Chubut",19,14,5
"458","Chujin",34,32,2
"459","Chukotat",3,3,NA
"460","Chukto.san",25,24,1
"461","Chungdomun",29,28,1
"462","Chunggwang.je",36,35,1
"463","Chungmun.chon",10,9,1
"464","Chungnyul.li",13,12,1
"465","Churchill",32,32,NA
"466","Churchill.Atlantic",20,20,NA
"467","Churiyan.Aru",30,28,2
"468","Cidurian",10,7,3
"469","Cihuatlan",19,17,2
"470","Ciliwung",20,15,5
"471","Cimaja",10,6,4
"472","Cipero",5,5,NA
"473","Cisadane",39,33,6
"474","Cisukawayana",14,13,1
"475","Cixerri",11,6,5
"476","Clarence.Aus",60,58,2
"477","Clarence.NZ",18,16,2
"478","Claudie",4,4,NA
"479","Clutha",27,21,6
"480","Clyde.Aus",31,31,NA
"481","Clyde.Scotland",33,19,14
"482","Coahuanyana",14,13,1
"483","Coal",20,16,4
"484","Coasters.Island",36,36,NA
"485","Coatzacoalcos",82,80,2
"486","Cocheco",47,34,13
"487","Cocle.del.Norte",20,20,NA
"488","Coco",37,37,NA
"489","Coegarivier",7,6,1
"490","Coghinas",12,3,9
"491","Cogie.creek",2,1,1
"492","Coila.creek",19,19,NA
"493","Collie",11,9,2
"494","Colorado.Argentina",31,27,4
"495","Colorado.Texas",117,93,24
"496","Colorado.USA",137,42,95
"497","Columbia",116,64,52
"498","Colville",21,21,NA
"499","Combahee",65,65,NA
"500","Comoe",136,134,2
"501","Comondu",2,1,1
"502","Comprido",15,15,NA
"503","Comte",221,219,2
"504","Concepcion",7,6,1
"505","Congo",1115,1108,7
"506","Conne",8,7,1
"507","Connecticut",107,71,36
"508","Conon",15,14,1
"509","Conway",9,8,1
"510","Cook",11,10,1
"511","Coolongolook",21,20,1
"512","Coomera",8,7,1
"513","Cooper",56,56,NA
"514","Cooper.creek",22,22,NA
"515","Coos",46,21,25
"516","Copiapo",8,5,3
"517","Coppename",157,157,NA
"518","Copper",26,26,NA
"519","Coppermine",15,15,NA
"520","Coquille",23,23,NA
"521","Corangamite",22,14,8
"522","Corantijn",312,311,1
"523","Corindi",8,8,NA
"524","Cornella.creek",7,6,1
"525","Corrientes",61,61,NA
"526","Cortaderas",4,4,NA
"527","Coruh",59,56,3
"528","Corumbau",25,25,NA
"529","Cosumnes",60,24,36
"530","Coto",36,36,NA
"531","Couesnon",26,21,5
"532","Courant.Contis",9,8,1
"533","Courant.Mimizan",21,14,7
"534","Courland",3,3,NA
"535","Couva",8,8,NA
"536","Cowal.creek",6,6,NA
"537","Cowan.creek",26,26,NA
"538","Coxcoapan",111,111,NA
"539","Coyle",2,1,1
"540","Coyote.creek",23,23,NA
"541","Crique.Vase",37,37,NA
"542","Crique.Yiyi",57,57,NA
"543","Cristiano.Muerto",9,9,NA
"544","Crni.Drim",77,61,16
"545","Cross",229,228,1
"546","Crystal.creek",3,2,1
"547","Cua.Can",33,33,NA
"548","Cubatao",50,49,1
"549","Cubatao.2",14,14,NA
"550","Cudgara.creek",11,10,1
"551","Cudgen.creek",61,60,1
"552","Cuero.Salado",19,19,NA
"553","Cuesa",9,9,NA
"554","Cuitzeo",26,21,5
"555","Cuitzmala",12,12,NA
"556","Culiacan",16,16,NA
"557","Curaguate.1",4,4,NA
"558","Curaguate.2",8,8,NA
"559","Curdies",10,10,NA
"560","Curries",3,2,1
"561","Cusewijne",117,116,1
"562","Dafeng",15,15,NA
"563","Dagua",35,35,NA
"564","Dai.Giang",12,12,NA
"565","Daintree",58,58,NA
"566","Daisho.Sen",17,16,1
"567","Dalai.Nur",18,17,1
"568","Dalalven",28,26,2
"569","Dalaman.Cayi",34,32,2
"570","Daliao.He",65,55,10
"571","Daling.He",37,34,3
"572","Daliyya",12,12,NA
"573","Daly",65,65,NA
"574","Dam",22,21,1
"575","Danakil.Depression",2,2,NA
"576","Dane",31,20,11
"577","Danto",16,16,NA
"578","Danube",114,92,22
"579","Darbilla.creek",26,26,NA
"580","Darby",3,3,NA
"581","Dartmouth",8,7,1
"582","Das.Almas",18,16,2
"583","Dasht.e.Kavir",34,17,17
"584","Dasht.e.Lut",16,10,6
"585","Daui",1,1,NA
"586","Davey",7,7,NA
"587","Daxioujiang",124,121,3
"588","Dayang.He",58,56,2
"589","De.Grey",18,18,NA
"590","Dead.Sea",39,29,10
"591","Dean",30,29,1
"592","Death.Valley",40,10,30
"593","Deception",3,3,NA
"594","Deception.Bay",18,17,1
"595","Decoris",17,17,NA
"596","Deduru.Oya",47,44,3
"597","Dee.Scotland",13,12,1
"598","Dee.Wales",35,22,13
"599","Deep.Aus",9,9,NA
"600","Deep.Bel",17,17,NA
"601","Deep.creek",4,3,1
"602","Del.Carmen",15,8,7
"603","Delaford.Bay",6,6,NA
"604","Delaware",116,84,32
"605","Demerara",168,168,NA
"606","Denmark",42,41,1
"607","Densu",19,19,NA
"608","Derwent.Tas",50,41,9
"609","Derwent.UK",34,24,10
"610","Deschutes",24,24,NA
"611","Deseado",37,35,2
"612","Deshgan",3,3,NA
"613","Detention",8,7,1
"614","Devils.lake",11,3,8
"615","Devrekani.Cayi",39,36,3
"616","Diahot",14,11,3
"617","Dibamba",37,37,NA
"618","Diego.martin",24,23,1
"619","Dieprivier",3,3,NA
"620","Digul",47,47,NA
"621","Dim",4,4,NA
"622","Dives",22,20,2
"623","Dnepr",83,72,11
"624","Dnestr",85,71,14
"625","Doce",123,96,27
"626","Doctors",7,7,NA
"627","Doctors.creek",6,6,NA
"628","Dodo",26,26,NA
"629","Dodowa",8,8,NA
"630","Dogankent.Cayi",37,35,2
"631","Doggerup",7,7,NA
"632","Don",22,22,NA
"633","Don.Russia",79,62,17
"634","Don.Scotland",12,10,2
"635","Don.Tasman",8,7,1
"636","Dong.Cheon",36,35,1
"637","Dong.Nai",227,221,6
"638","Donnelly",16,11,5
"639","Doonan.creek",4,4,NA
"640","Dordogne",46,31,15
"641","Dorodong.creek",3,2,1
"642","Douglas",7,6,1
"643","Douro",36,22,14
"644","Doyle",3,2,1
"645","Draa",6,5,1
"646","Dry.creek",5,4,1
"647","Drysdale",19,19,NA
"648","Ducie",8,8,NA
"649","Duck",12,11,1
"650","Duck.creek",10,10,NA
"651","Duiwenhoks",7,4,3
"652","Dukes.Island",37,37,NA
"653","Duong.Dong",56,55,1
"654","Dvina",37,35,2
"655","Earn",23,20,3
"656","Earthquake.Springs.Drain",7,4,3
"657","East.Alligator",67,67,NA
"658","East.Gippsland",40,40,NA
"659","Eastmain",18,18,NA
"660","Ebe",34,34,NA
"661","Ebinur.Hu",15,14,1
"662","Ebranche",11,11,NA
"663","Ebro",53,31,22
"664","Eden",25,21,4
"665","Edisto",68,68,NA
"666","Edward",79,79,NA
"667","Eel",44,18,26
"668","Eersterivier",6,5,1
"669","Egegik",10,10,NA
"670","El.Abid",5,4,1
"671","El.Fuerte",36,35,1
"672","El.Harrach",6,6,NA
"673","El.Kebir.Annaba",6,4,2
"674","El.Kebir.Tabarka",4,4,NA
"675","El.Madene",4,4,NA
"676","El.Pescado",58,57,1
"677","Elbe",62,49,13
"678","Eleanor",5,5,NA
"679","Elimbah.creek",8,8,NA
"680","Elizabeth",9,8,1
"681","Ellen.Brook",4,3,1
"682","Ellesmere.un",1,1,NA
"683","Ellice",9,9,NA
"684","Elliot",14,13,1
"685","Elliott",29,28,1
"686","Elota",12,12,NA
"687","Elqui",6,5,1
"688","Eman",26,24,2
"689","Embilikala.Oya",30,28,2
"690","Embley",62,62,NA
"691","Ems",21,19,2
"692","Emu",6,5,1
"693","En.Namous",1,1,NA
"694","Endau",116,116,NA
"695","Endeavour",11,11,NA
"696","Enguri",32,31,1
"697","Enneri.Tomou",2,2,NA
"698","Eocheon.jeosuji",22,20,2
"699","Eojeon.ji",34,32,2
"700","Erin",7,7,NA
"701","Erne",17,8,9
"702","Escambia",115,108,7
"703","Escatawpa",75,71,4
"704","Esclavos",19,19,NA
"705","Escuro",3,3,NA
"706","Esfahan",23,12,11
"707","Esino",16,11,5
"708","Esk.NZ",15,12,3
"709","Esk.UK",22,19,3
"710","Esmeraldas",46,46,NA
"711","Esperance",9,8,1
"712","Esquinas",26,26,NA
"713","Essequibo",583,580,3
"714","Estero.Real",13,13,NA
"715","Estrela",14,14,NA
"716","Estrella",9,9,NA
"717","Etosha.Pan",36,36,NA
"718","Eumeralla",11,10,1
"719","Evans",9,9,NA
"720","Evinos",12,10,2
"721","Evros",72,57,15
"722","Evrotas",8,6,2
"723","Exploits",10,10,NA
"724","Eye",13,10,3
"725","Eyjafjardara",3,3,NA
"726","Eyl",2,2,NA
"727","Fagnano",6,4,2
"728","Fangcheng",27,25,2
"729","Farihy.Tsimanampetsotsa",1,1,NA
"730","Farmington",43,43,NA
"731","Fatala",50,49,1
"732","Fenny",39,39,NA
"733","Filiouri",22,18,4
"734","Finniss",31,31,NA
"735","Firtina",39,37,2
"736","Fitzmaurice",16,16,NA
"737","Fitzroy",10,10,NA
"738","Fitzroy.Kimberley",44,44,NA
"739","Fitzroy.Queensland",44,43,1
"740","Fjadarhornsa",3,3,NA
"741","Flaxbourne",8,8,NA
"742","Flinders.Norman",69,68,1
"743","Fljotaa",3,3,NA
"744","Flumendosa",14,9,5
"745","Fly",130,127,3
"746","Foglia",15,10,5
"747","Fortescue",18,18,NA
"748","Forth",25,21,4
"749","Fortore",7,4,3
"750","Fortuna",14,14,NA
"751","Four.Mile.Swamp",1,1,NA
"752","Foyle",16,8,8
"753","Frades",17,16,1
"754","Frankland",14,12,2
"755","Franklin",7,7,NA
"756","Fraser",51,39,12
"757","Freshwater",10,10,NA
"758","Fuego",1,1,NA
"759","Fuji",1,1,NA
"760","Fukang",5,5,NA
"761","Fukushima",10,9,1
"762","Fumm.Buhayrat.al.Manzalah",25,25,NA
"763","Futana",9,9,NA
"764","Fuzhou.He",20,19,1
"765","Gabreek",10,9,1
"766","Gairdner",3,1,2
"767","Gal.Oya",37,35,2
"768","Gallegos",8,6,2
"769","Gallikos",12,8,4
"770","Gambia",129,129,NA
"771","Gamtoos",14,11,3
"772","Ganges",393,369,24
"773","Gardner",11,10,1
"774","Gardner.lake",3,3,NA
"775","Garonne",54,29,25
"776","Gascoyne",7,6,1
"777","Gawler",8,7,1
"778","Gayabos",89,88,1
"779","Gaz",3,3,NA
"780","Geba",102,99,3
"781","Gediz",39,37,2
"782","Geirlandsa",3,3,NA
"783","Gellibrand",10,10,NA
"784","Genale.Wenz",33,32,1
"785","Genting",4,4,NA
"786","George.Canada",17,17,NA
"787","George.Tasma",12,10,2
"788","George.lake",67,67,NA
"789","Georges",40,35,5
"790","Ghaggar",19,19,NA
"791","Gharasu",18,14,4
"792","Giang",54,53,1
"793","Giddy",3,3,NA
"794","Gifford",2,2,NA
"795","Gin.Ganga",60,57,3
"796","Giraul",11,11,NA
"797","Girikula.Ara",30,28,2
"798","Glen",30,23,7
"799","Glenelg",27,20,7
"800","Glomma",23,17,6
"801","Glush",2,2,NA
"802","Glyde",37,37,NA
"803","Go",6,6,NA
"804","Goascoran",23,22,1
"805","Gobi.lakes",1,1,NA
"806","Godavari",99,93,6
"807","Godbaza",3,3,NA
"808","Gogol",33,31,2
"809","Gokase",6,5,1
"810","Goksu",30,28,2
"811","Golden.Stream",15,15,NA
"812","Goldsborough",14,14,NA
"813","Golo",13,10,3
"814","Golok",16,16,NA
"815","Golygina",16,16,NA
"816","Gombak",61,58,3
"817","Gonen",48,44,4
"818","Gonokawa",19,18,1
"819","Goomadeer",22,22,NA
"820","Gordon",14,11,3
"821","Gorgan",51,42,9
"822","Goryeo.ji",20,19,1
"823","Gosse",2,2,NA
"824","Gota.alv",39,37,2
"825","Goukou",23,21,2
"826","Gourits",19,12,7
"827","Grand.Pabos",11,10,1
"828","Grande.Argentina",4,3,1
"829","Grande.Argentina.2",22,22,NA
"830","Grande.Belize",18,18,NA
"831","Grande.Mexico.Pacifico",10,9,1
"832","Grande.Panama",58,52,6
"833","Grande.Panama.2",23,23,NA
"834","Grande.Trinidad",5,5,NA
"835","Grande.USA",200,156,44
"836","Grande.Ubatuba",72,72,NA
"837","Grande.de.San.Miguel",14,14,NA
"838","Gravatai",56,56,NA
"839","Great.Fish.River",87,82,5
"840","Great.Forester",12,11,1
"841","Great.Kei",35,34,1
"842","Great.Kwa.River",75,75,NA
"843","Great.Lakes.Mongolia",7,7,NA
"844","Great.Musselroe",8,7,1
"845","Great.Spectacle.lake",5,3,2
"846","Green",26,26,NA
"847","Greenough",7,6,1
"848","Greens.Bayou",53,40,13
"849","Gregory",18,17,1
"850","Grey",23,19,4
"851","Griffiths.Rivulet",4,3,1
"852","Grimsa",3,3,NA
"853","Groot.Brakrivier",3,3,NA
"854","Guacimal",30,30,NA
"855","Guadalete",14,10,4
"856","Guadalmesi",4,4,NA
"857","Guadalquivir",37,26,11
"858","Guadalupe",95,76,19
"859","Guadiana",38,26,12
"860","Guaiba",132,125,7
"861","Gualala",16,15,1
"862","Guanipa",72,72,NA
"863","Guapo",29,29,NA
"864","Guapo.Trinidad",10,10,NA
"865","Guaracara",3,3,NA
"866","Guarapari",11,11,NA
"867","Guariquen",32,32,NA
"868","Guayaguayare",8,8,NA
"869","Guayas",96,96,NA
"870","Gudenaa",35,29,6
"871","Guir",3,2,1
